,result,table,_start,_stop,_time,_value,_field,_measurement
,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-28T08:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-28T09:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-28T13:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-28T14:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-28T15:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-28T16:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-28T17:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-29T11:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-29T12:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-29T13:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-29T14:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-29T15:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-29T18:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-30T17:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-30T18:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-30T19:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-30T20:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-30T21:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-30T22:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-30T23:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-31T00:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-31T01:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-31T02:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-31T03:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-31T04:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-31T05:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-31T06:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-31T07:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-31T08:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-31T09:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-31T10:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-31T11:00:00Z,0.008620689655172414,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-31T12:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-31T13:00:00Z,0.008403361344537815,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-31T14:00:00Z,0.008403361344537815,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-31T15:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-31T16:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-31T17:00:00Z,0.008547008547008548,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-31T18:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-31T19:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-31T20:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-31T21:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-31T22:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-10-31T23:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-01T00:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-01T01:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-01T02:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-01T03:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-01T04:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-01T05:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-01T06:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-01T07:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-01T08:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-01T09:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-01T10:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-01T11:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-01T12:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-01T13:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-01T14:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-01T15:00:00Z,0,Office_obstruction,air_quality

,,0,2025-10-22T15:22:25.07601717Z,2025-11-21T15:22:25.07601717Z,2025-11-01T16:00:00Z,0,Office_obstruction,air_quality

